Timestamp,Pack Voltage,Pack Current,SOC,Max Cell Voltage,Min Cell Voltage,Max Temp,Min Temp
2024-11-09 00:00:47,9.9,0.0,15.0,3328,3284,22,22
2024-11-09 00:04:50,9.9,0.0,15.0,3328,3284,22,22
2024-11-09 00:08:53,9.9,0.0,15.0,3328,3284,22,22
2024-11-09 00:12:56,9.9,0.0,15.0,3328,3284,22,22
2024-11-09 00:17:00,9.9,0.0,15.0,3328,3284,22,22
2024-11-09 00:21:03,9.8,0.0,15.0,3327,3284,22,22
2024-11-09 00:25:06,9.8,0.0,14.9,3326,3284,22,22
2024-11-09 00:29:09,9.8,0.0,14.9,3326,3283,22,22
2024-11-09 00:33:12,9.8,0.0,14.9,3326,3282,22,22
2024-11-09 00:37:15,9.8,0.0,14.9,3326,3282,22,22
2024-11-09 00:41:18,9.8,0.0,14.9,3325,3281,22,22
2024-11-09 00:45:21,9.8,0.0,14.9,3324,3280,22,22
2024-11-09 00:49:24,9.8,0.0,14.9,3324,3280,22,22
2024-11-09 00:53:27,9.8,0.0,14.9,3324,3280,22,22
2024-11-09 00:57:30,9.8,0.0,14.9,3323,3279,22,22
2024-11-09 01:01:33,9.8,0.0,14.9,3322,3278,22,22
2024-11-09 01:05:36,9.8,0.0,14.9,3322,3278,22,22
2024-11-09 01:09:39,9.8,0.0,14.9,3322,3278,22,22
2024-11-09 01:13:42,9.8,0.0,14.9,3322,3278,22,22
2024-11-09 01:17:45,9.8,0.0,14.9,3322,3278,22,22
2024-11-09 01:21:48,9.8,0.0,14.9,3322,3278,22,22
2024-11-09 01:25:51,9.8,0.0,14.8,3322,3277,22,22
2024-11-09 01:29:54,9.8,0.0,14.8,3322,3276,22,22
2024-11-09 01:33:58,9.8,0.0,14.8,3321,3276,22,22
2024-11-09 01:38:01,9.8,0.0,14.8,3320,3276,22,22
2024-11-09 01:42:04,9.8,0.0,14.8,3320,3274,22,22
2024-11-09 01:46:07,9.8,0.0,14.8,3320,3274,22,22
2024-11-09 01:50:10,9.8,0.0,14.8,3319,3274,22,22
2024-11-09 01:54:13,9.8,0.0,14.8,3318,3273,21,21
2024-11-09 01:58:16,9.8,0.0,14.8,3318,3272,21,21
2024-11-09 02:02:19,9.8,0.0,14.8,3318,3272,21,21
2024-11-09 02:06:22,9.8,0.0,14.8,3317,3272,21,21
2024-11-09 02:10:25,9.8,0.0,14.8,3316,3272,21,21
2024-11-09 02:14:28,9.8,0.0,14.8,3316,3272,21,21
2024-11-09 02:18:31,9.8,0.0,14.8,3316,3272,21,21
2024-11-09 02:22:34,9.8,0.0,14.8,3316,3272,21,21
2024-11-09 02:26:37,9.8,0.0,14.7,3316,3270,21,21
2024-11-09 02:30:40,9.8,0.0,14.7,3316,3270,21,21
2024-11-09 02:34:43,9.8,0.0,14.7,3316,3270,21,21
2024-11-09 02:38:46,9.8,0.0,14.7,3316,3269,21,21
2024-11-09 02:42:49,9.8,0.0,14.7,3315,3268,21,21
2024-11-09 02:46:52,9.8,0.0,14.7,3314,3268,21,21
2024-11-09 02:50:55,9.8,0.0,14.7,3314,3268,21,21
2024-11-09 02:54:58,9.8,0.0,14.7,3314,3268,21,21
2024-11-09 02:59:02,9.8,0.0,14.7,3312,3268,21,21
2024-11-09 03:03:05,9.8,0.0,14.7,3312,3268,21,21
2024-11-09 03:07:08,9.8,0.0,14.7,3312,3267,21,21
2024-11-09 03:11:11,9.8,0.0,14.7,3312,3266,21,21
2024-11-09 03:15:14,9.8,0.0,14.7,3312,3266,21,21
2024-11-09 03:19:17,9.8,0.0,14.7,3312,3265,21,21
2024-11-09 03:23:20,9.8,0.0,14.7,3312,3264,21,21
2024-11-09 03:27:23,9.8,0.0,14.7,3312,3264,21,21
2024-11-09 03:31:26,9.8,0.0,14.6,3311,3264,21,21
2024-11-09 03:35:29,9.8,0.0,14.6,3311,3263,21,21
2024-11-09 03:39:32,9.8,0.0,14.6,3308,3262,21,21
2024-11-09 03:43:35,9.8,0.0,14.6,3308,3262,21,21
2024-11-09 03:47:38,9.8,0.0,14.6,3307,3262,21,21
2024-11-09 03:51:41,9.8,0.0,14.6,3306,3262,21,21
2024-11-09 03:55:44,9.8,0.0,14.6,3306,3261,21,21
2024-11-09 03:59:47,9.8,0.0,14.6,3306,3260,21,21
2024-11-09 04:03:50,9.8,0.0,14.6,3306,3259,21,21
2024-11-09 04:07:53,9.8,0.0,14.6,3306,3258,21,21
2024-11-09 04:11:56,9.8,0.0,14.6,3306,3258,21,21
2024-11-09 04:15:59,9.8,0.0,14.6,3306,3257,21,21
2024-11-09 04:20:03,9.8,0.0,14.6,3305,3256,21,21
2024-11-09 04:24:06,9.8,0.0,14.6,3304,3256,21,21
2024-11-09 04:28:09,9.8,0.0,14.6,3304,3256,21,21
2024-11-09 04:32:12,9.8,0.0,14.5,3304,3256,21,21
2024-11-09 04:36:15,9.8,0.0,14.5,3302,3256,21,21
2024-11-09 04:40:18,9.8,0.0,14.5,3302,3256,21,21
2024-11-09 04:44:21,9.8,0.0,14.5,3302,3255,21,21
2024-11-09 04:48:24,9.8,0.0,14.5,3302,3254,21,21
2024-11-09 04:52:27,9.8,0.0,14.5,3301,3254,21,21
2024-11-09 04:56:30,9.8,0.0,14.5,3300,3253,21,21
2024-11-09 05:00:33,9.8,0.0,14.5,3300,3252,21,21
2024-11-09 05:04:36,9.8,0.0,14.5,3300,3252,21,21
2024-11-09 05:08:39,9.8,0.0,14.5,3300,3252,21,21
2024-11-09 05:12:43,9.8,0.0,14.5,3300,3251,21,21
2024-11-09 05:16:46,9.8,0.0,14.5,3300,3250,21,21
2024-11-09 05:20:49,9.8,0.0,14.5,3300,3250,21,21
2024-11-09 05:24:52,9.8,0.0,14.5,3299,3250,21,21
2024-11-09 05:28:55,9.8,0.0,14.5,3298,3250,21,21
2024-11-09 05:32:58,9.8,0.0,14.4,3298,3250,21,21
2024-11-09 05:37:01,9.8,0.0,14.4,3298,3249,21,21
2024-11-09 05:41:04,9.7,0.0,14.4,3297,3248,21,21
2024-11-09 05:45:07,9.7,0.0,14.4,3296,3248,21,21
2024-11-09 05:49:10,9.7,0.0,14.4,3296,3248,21,21
2024-11-09 05:53:13,9.7,0.0,14.4,3295,3246,21,21
2024-11-09 05:57:16,9.7,0.0,14.4,3295,3246,21,21
2024-11-09 06:01:19,9.7,0.0,14.4,3294,3246,21,21
2024-11-09 06:05:23,9.7,0.0,14.4,3294,3246,21,21
2024-11-09 06:09:26,9.7,0.0,14.4,3294,3246,21,21
2024-11-09 06:13:29,9.7,0.0,14.4,3294,3246,21,21
2024-11-09 06:17:32,9.7,0.0,14.4,3294,3244,21,21
2024-11-09 06:21:35,9.7,0.0,14.4,3294,3244,21,21
2024-11-09 06:25:38,9.7,0.0,14.4,3293,3244,21,21
2024-11-09 06:29:41,9.7,0.0,14.4,3292,3243,21,21
2024-11-09 06:33:44,9.7,0.0,14.4,3292,3242,21,21
2024-11-09 06:37:47,9.7,0.0,14.3,3292,3242,21,21
2024-11-09 06:41:50,9.7,0.0,14.3,3290,3241,21,21
2024-11-09 06:45:53,9.7,0.0,14.3,3290,3240,21,21
2024-11-09 06:49:56,9.7,0.0,14.3,3290,3240,21,21
2024-11-09 06:53:59,9.7,0.0,14.3,3290,3240,21,21
2024-11-09 06:58:02,9.7,0.0,14.3,3290,3240,21,21
2024-11-09 07:02:05,9.7,0.0,14.3,3290,3240,21,21
2024-11-09 07:06:08,9.7,0.0,14.3,3290,3240,21,21
