Timestamp,Pack Voltage,Pack Current,SOC,Max Cell Voltage,Min Cell Voltage,Max Temp,Min Temp
2024-11-08 14:09:20,10.0,0.0,16.0,3361,3327,26,26
2024-11-08 14:13:24,10.0,0.0,16.0,3361,3327,26,26
2024-11-08 14:17:27,10.0,0.0,16.0,3362,3328,26,26
2024-11-08 14:21:30,10.0,0.0,16.0,3363,3328,26,26
2024-11-08 14:25:33,10.0,0.0,16.0,3362,3329,26,26
2024-11-08 14:29:36,10.0,0.0,16.0,3362,3329,26,26
2024-11-08 14:33:39,10.0,0.0,16.0,3363,3329,26,26
2024-11-08 14:37:42,10.0,0.0,16.0,3362,3329,26,26
2024-11-08 14:41:45,10.0,0.0,16.0,3363,3329,26,26
2024-11-08 14:45:48,10.0,0.0,16.0,3363,3329,26,26
2024-11-08 14:49:51,10.0,0.0,16.0,3363,3329,26,26
2024-11-08 14:53:54,10.0,0.0,16.0,3363,3329,26,26
2024-11-08 14:57:57,10.0,0.0,16.0,3363,3329,26,26
2024-11-08 15:02:00,10.0,0.0,16.0,3363,3329,26,26
2024-11-08 15:06:04,10.0,0.0,15.8,3363,3329,24,24
2024-11-08 15:10:07,10.0,0.0,15.8,3362,3328,24,24
2024-11-08 15:14:10,10.0,0.0,15.8,3362,3328,24,24
2024-11-08 15:18:13,10.0,0.0,15.8,3362,3328,24,24
2024-11-08 15:22:16,10.0,0.0,15.8,3362,3328,24,24
2024-11-08 15:26:19,10.0,0.0,15.8,3362,3328,24,24
2024-11-08 15:30:22,10.0,0.0,15.8,3362,3328,24,24
2024-11-08 15:34:25,10.0,0.0,15.8,3362,3328,24,24
2024-11-08 15:38:28,10.0,0.0,15.8,3362,3328,24,24
2024-11-08 15:42:31,10.0,0.0,15.8,3362,3328,24,24
2024-11-08 15:46:34,10.0,0.0,15.8,3361,3328,24,24
2024-11-08 15:50:38,10.0,0.0,15.8,3361,3328,24,24
2024-11-08 15:54:41,10.0,0.0,15.8,3361,3328,24,24
2024-11-08 15:58:44,10.0,0.0,15.8,3361,3328,24,24
2024-11-08 16:02:47,10.0,0.0,15.8,3360,3328,24,24
2024-11-08 16:06:50,10.0,0.0,15.7,3360,3328,24,24
2024-11-08 16:10:53,10.0,0.0,15.7,3360,3328,24,24
2024-11-08 16:14:56,10.0,0.0,15.7,3360,3328,24,24
2024-11-08 16:18:59,10.0,0.0,15.7,3360,3327,24,24
2024-11-08 16:23:02,10.0,0.0,15.7,3360,3327,24,24
2024-11-08 16:27:05,10.0,0.0,15.7,3360,3327,24,24
2024-11-08 16:31:08,10.0,0.0,15.7,3360,3326,24,24
2024-11-08 16:35:11,10.0,0.0,15.7,3360,3326,24,24
2024-11-08 16:39:14,10.0,0.0,15.7,3360,3326,24,24
2024-11-08 16:43:18,10.0,0.0,15.7,3360,3326,24,24
2024-11-08 16:47:21,10.0,0.0,15.7,3360,3325,24,24
2024-11-08 16:51:24,10.0,0.0,15.7,3360,3324,24,24
2024-11-08 16:55:27,10.0,0.0,15.7,3360,3324,24,24
2024-11-08 16:59:30,10.0,0.0,15.7,3360,3324,24,24
2024-11-08 17:03:33,10.0,0.0,15.7,3359,3324,24,24
2024-11-08 17:07:36,10.0,0.0,15.7,3358,3324,24,24
2024-11-08 17:11:39,10.0,0.0,15.6,3358,3323,24,24
2024-11-08 17:15:42,10.0,0.0,15.6,3358,3323,24,24
2024-11-08 17:19:45,10.0,0.0,15.6,3358,3322,24,24
2024-11-08 17:23:48,10.0,0.0,15.6,3357,3322,24,24
2024-11-08 17:27:51,10.0,0.0,15.6,3357,3322,24,24
2024-11-08 17:31:55,10.0,0.0,15.6,3356,3322,24,24
2024-11-08 17:35:58,10.0,0.0,15.6,3356,3322,24,24
2024-11-08 17:40:01,10.0,0.0,15.6,3356,3322,24,24
2024-11-08 17:44:04,10.0,0.0,15.6,3355,3322,24,24
2024-11-08 17:48:07,9.9,0.0,15.6,3354,3321,24,24
2024-11-08 17:52:10,9.9,0.0,15.6,3354,3320,24,24
2024-11-08 17:56:13,9.9,0.0,15.6,3354,3320,24,24
2024-11-08 18:00:16,9.9,0.0,15.6,3353,3319,24,24
2024-11-08 18:04:19,9.9,0.0,15.6,3353,3319,24,24
2024-11-08 18:08:22,9.9,0.0,15.6,3352,3318,24,24
2024-11-08 18:12:25,9.9,0.0,15.5,3352,3318,24,24
2024-11-08 18:16:28,9.9,0.0,15.5,3352,3317,24,24
2024-11-08 18:20:31,9.9,0.0,15.5,3351,3317,24,24
2024-11-08 18:24:34,9.9,0.0,15.5,3351,3317,24,24
2024-11-08 18:28:37,9.9,0.0,15.5,3350,3316,24,24
2024-11-08 18:32:40,9.9,0.0,15.5,3350,3316,24,24
2024-11-08 18:36:43,9.9,0.0,15.5,3350,3316,24,24
2024-11-08 18:40:46,9.9,0.0,15.5,3350,3316,24,24
2024-11-08 18:44:49,9.9,0.0,15.5,3350,3316,24,24
2024-11-08 18:48:53,9.9,0.0,15.5,3350,3316,24,24
2024-11-08 18:52:56,9.9,0.0,15.5,3350,3315,24,24
2024-11-08 18:56:59,9.9,0.0,15.5,3350,3314,24,24
2024-11-08 19:01:02,9.9,0.0,15.5,3349,3314,24,24
2024-11-08 19:05:05,9.9,0.0,15.5,3348,3314,24,24
2024-11-08 19:09:08,9.9,0.0,15.5,3348,3312,24,24
2024-11-08 19:13:11,9.9,0.0,15.4,3348,3312,24,24
2024-11-08 19:17:14,9.9,0.0,15.4,3348,3312,24,24
2024-11-08 19:21:17,9.9,0.0,15.4,3347,3312,24,24
2024-11-08 19:25:20,9.9,0.0,15.4,3347,3312,24,24
2024-11-08 19:29:23,9.9,0.0,15.4,3346,3312,24,24
2024-11-08 19:33:26,9.9,0.0,15.4,3346,3312,24,24
2024-11-08 19:37:29,9.9,0.0,15.4,3346,3312,24,24
2024-11-08 19:41:32,9.9,0.0,15.4,3345,3311,24,24
2024-11-08 19:45:35,9.9,0.0,15.4,3344,3310,24,24
2024-11-08 19:49:38,9.9,0.0,15.4,3344,3308,24,24
2024-11-08 19:53:42,9.9,0.0,15.4,3344,3308,24,24
2024-11-08 19:57:45,9.9,0.0,15.4,3344,3307,24,24
2024-11-08 20:01:48,9.9,0.0,15.4,3344,3306,24,24
2024-11-08 20:05:51,9.9,0.0,15.4,3344,3306,22,22
2024-11-08 20:09:54,9.9,0.0,15.4,3344,3306,22,22
2024-11-08 20:13:57,9.9,0.0,15.4,3344,3306,22,22
2024-11-08 20:18:00,9.9,0.0,15.3,3344,3306,22,22
2024-11-08 20:22:03,9.9,0.0,15.3,3343,3306,22,22
2024-11-08 20:26:06,9.9,0.0,15.3,3342,3306,22,22
2024-11-08 20:30:09,9.9,0.0,15.3,3342,3306,22,22
2024-11-08 20:34:12,9.9,0.0,15.3,3342,3304,22,22
2024-11-08 20:38:15,9.9,0.0,15.3,3340,3304,22,22
2024-11-08 20:42:18,9.9,0.0,15.3,3340,3304,22,22
2024-11-08 20:46:21,9.9,0.0,15.3,3340,3304,22,22
2024-11-08 20:50:24,9.9,0.0,15.3,3340,3302,22,22
2024-11-08 20:54:27,9.9,0.0,15.3,3340,3302,22,22
2024-11-08 20:58:30,9.9,0.0,15.3,3339,3302,22,22
2024-11-08 21:02:33,9.9,0.0,15.3,3338,3301,22,22
2024-11-08 21:06:36,9.9,0.0,15.3,3338,3301,22,22
2024-11-08 21:10:39,9.9,0.0,15.3,3338,3300,22,22
2024-11-08 21:14:42,9.9,0.0,15.3,3338,3300,22,22
2024-11-08 21:18:45,9.9,0.0,15.2,3338,3300,22,22
2024-11-08 21:22:49,9.9,0.0,15.2,3338,3300,22,22
2024-11-08 21:26:52,9.9,0.0,15.2,3338,3300,22,22
2024-11-08 21:30:55,9.9,0.0,15.2,3338,3300,22,22
2024-11-08 21:34:58,9.9,0.0,15.2,3337,3300,22,22
2024-11-08 21:39:01,9.9,0.0,15.2,3337,3298,22,22
2024-11-08 21:43:04,9.9,0.0,15.2,3336,3298,22,22
2024-11-08 21:47:07,9.9,0.0,15.2,3336,3298,22,22
2024-11-08 21:51:10,9.9,0.0,15.2,3336,3297,22,22
2024-11-08 21:55:13,9.9,0.0,15.2,3336,3296,22,22
2024-11-08 21:59:16,9.9,0.0,15.2,3335,3296,22,22
2024-11-08 22:03:19,9.9,0.0,15.2,3334,3296,22,22
2024-11-08 22:07:22,9.9,0.0,15.2,3334,3295,22,22
2024-11-08 22:11:25,9.9,0.0,15.2,3334,3294,22,22
2024-11-08 22:15:28,9.9,0.0,15.2,3334,3294,22,22
2024-11-08 22:19:31,9.9,0.0,15.1,3334,3294,22,22
2024-11-08 22:23:34,9.9,0.0,15.1,3335,3294,22,22
2024-11-08 22:27:37,9.9,0.0,15.1,3335,3294,22,22
2024-11-08 22:31:41,9.9,0.0,15.1,3335,3294,22,22
2024-11-08 22:35:44,9.9,0.0,15.1,3335,3294,22,22
2024-11-08 22:39:47,9.9,0.0,15.1,3334,3293,22,22
