Timestamp,Pack Voltage,Pack Current,SOC,Max Cell Voltage,Min Cell Voltage,Max Temp,Min Temp
2024-11-04 08:06:22,9.5,0.0,11.6,3215,3164,22,22
2024-11-04 08:07:55,9.5,0.0,11.6,3220,3164,22,22
2024-11-04 08:09:28,9.5,0.0,11.6,3220,3164,22,22
2024-11-04 08:11:01,9.5,0.0,11.6,3220,3164,22,22
2024-11-04 08:12:34,9.5,0.0,11.6,3220,3164,22,22
2024-11-04 08:14:08,9.5,0.0,11.6,3220,3163,22,22
2024-11-04 08:15:41,9.5,0.0,11.6,3220,3163,22,22
2024-11-04 08:17:14,9.5,0.0,11.6,3219,3162,22,22
2024-11-04 08:18:47,9.5,0.0,11.6,3219,3162,22,22
2024-11-04 08:20:20,9.5,0.0,11.6,3218,3162,22,22
2024-11-04 08:21:53,9.5,0.0,11.6,3218,3162,22,22
2024-11-04 08:23:26,9.5,0.0,11.6,3218,3162,22,22
2024-11-04 08:24:59,9.5,0.0,11.6,3218,3162,22,22
2024-11-04 08:26:32,9.5,0.0,11.6,3218,3162,22,22
2024-11-04 08:28:05,9.9,28.6,13.4,3331,3291,22,22
2024-11-04 08:29:38,10.0,23.5,15.6,3377,3347,22,22
2024-11-04 08:31:11,9.9,0.0,16.0,3342,3314,22,22
2024-11-04 08:32:44,9.9,0.0,16.0,3338,3310,22,22
2024-11-04 08:34:17,9.9,0.0,16.0,3338,3306,22,22
2024-11-04 08:35:51,9.9,0.0,16.0,3336,3306,22,22
2024-11-04 08:37:24,9.9,0.0,16.0,3336,3305,22,22
2024-11-04 08:38:57,9.9,0.0,16.0,3335,3304,22,22
2024-11-04 08:40:30,9.9,0.0,16.0,3334,3304,22,22
2024-11-04 08:42:03,9.9,0.0,16.0,3334,3302,22,22
2024-11-04 08:43:36,9.9,0.0,16.0,3334,3302,22,22
2024-11-04 08:45:09,9.9,0.0,16.0,3337,3302,22,22
2024-11-04 08:46:42,9.9,0.0,16.0,3336,3302,22,22
2024-11-04 08:48:15,9.9,0.0,16.0,3335,3301,22,22
2024-11-04 08:49:48,9.9,0.0,16.0,3335,3300,22,22
2024-11-04 08:51:22,9.9,0.0,16.0,3335,3300,22,22
2024-11-04 08:52:55,9.9,0.0,16.0,3335,3300,22,22
2024-11-04 08:54:28,9.9,0.0,16.0,3335,3300,22,22
2024-11-04 08:56:01,9.9,0.0,16.0,3335,3300,22,22
2024-11-04 08:57:34,9.9,0.0,16.0,3334,3300,22,22
2024-11-04 08:59:07,9.9,0.0,16.0,3334,3300,22,22
2024-11-04 09:00:40,9.9,0.0,16.0,3334,3300,22,22
2024-11-04 09:02:13,9.9,0.0,16.0,3334,3300,22,22
2024-11-04 09:03:46,9.9,0.0,16.0,3334,3300,22,22
2024-11-04 09:05:19,9.9,0.0,16.0,3333,3299,22,22
2024-11-04 09:06:52,9.9,0.0,16.0,3332,3298,22,22
2024-11-04 09:08:25,9.9,0.0,16.0,3333,3298,22,22
2024-11-04 09:09:59,9.9,0.0,16.0,3333,3298,22,22
2024-11-04 09:11:32,9.9,0.0,16.0,3333,3298,22,22
2024-11-04 09:13:05,9.9,0.0,16.0,3332,3298,22,22
2024-11-04 09:14:38,9.9,0.0,16.0,3332,3298,22,22
2024-11-04 09:16:11,9.9,0.0,16.0,3332,3298,22,22
2024-11-04 09:17:44,9.9,0.0,16.0,3332,3297,22,22
2024-11-04 09:19:17,9.9,0.0,16.0,3332,3297,22,22
2024-11-04 09:20:50,9.9,0.0,16.0,3332,3296,22,22
2024-11-04 09:22:23,9.9,0.0,16.0,3332,3296,22,22
2024-11-04 09:23:56,9.9,0.0,16.0,3332,3296,22,22
2024-11-04 09:25:29,9.9,0.0,16.0,3332,3296,22,22
2024-11-04 09:27:02,9.9,0.0,16.0,3332,3296,22,22
2024-11-04 09:28:35,9.9,0.0,16.0,3332,3296,22,22
2024-11-04 12:25:00,9.9,0.0,16.0,3334,3300,22,22
2024-11-04 12:25:13,9.9,0.0,16.0,3334,3300,22,22
2024-11-04 12:25:26,9.9,0.0,16.0,3334,3300,22,22
2024-11-04 12:25:39,9.9,0.0,16.0,3334,3300,22,22
2024-11-04 12:25:52,9.9,0.0,16.0,3334,3300,22,22
2024-11-04 12:26:05,9.9,0.0,16.0,3334,3301,22,22
2024-11-04 12:26:18,9.9,0.0,16.0,3334,3300,22,22
2024-11-04 12:26:31,9.9,0.0,16.0,3334,3301,22,22
2024-11-04 12:26:44,9.9,0.0,16.0,3334,3301,22,22
2024-11-04 12:26:57,9.9,0.0,16.0,3334,3301,22,22
2024-11-04 12:27:10,9.9,0.0,16.0,3334,3301,22,22
2024-11-04 12:27:23,9.9,0.0,16.0,3334,3301,22,22
2024-11-04 12:27:36,9.9,0.0,16.0,3334,3301,22,22
2024-11-04 12:27:49,9.9,0.0,16.0,3334,3301,22,22
2024-11-04 12:28:02,9.9,0.0,16.0,3334,3301,22,22
2024-11-04 12:28:15,9.9,0.0,16.0,3334,3301,22,22
2024-11-04 12:28:28,9.9,0.0,16.0,3334,3301,22,22
2024-11-04 12:28:41,9.9,0.0,16.0,3334,3301,22,22
2024-11-04 12:28:54,9.9,0.0,16.0,3334,3301,22,22
2024-11-04 12:29:07,9.9,0.0,16.0,3334,3301,22,22
2024-11-04 12:29:20,9.9,0.0,16.0,3334,3301,22,22
2024-11-04 12:29:33,9.9,0.0,16.0,3334,3301,22,22
2024-11-04 12:29:46,9.9,0.0,16.0,3334,3301,22,22
2024-11-04 12:30:00,9.9,0.0,16.0,3335,3301,22,22
2024-11-04 12:30:13,9.9,0.0,16.0,3334,3301,22,22
2024-11-04 12:30:26,9.9,0.0,16.0,3335,3301,22,22
2024-11-04 12:30:39,9.9,0.0,16.0,3335,3301,22,22
2024-11-04 12:30:52,9.9,0.0,16.0,3335,3301,22,22
2024-11-04 12:31:05,9.9,0.0,16.0,3335,3301,22,22
2024-11-04 12:31:18,9.9,0.0,16.0,3335,3301,22,22
2024-11-04 12:31:31,9.9,0.0,16.0,3335,3301,22,22
2024-11-04 12:31:44,9.9,0.0,16.0,3334,3301,22,22
2024-11-04 12:31:57,9.9,0.0,16.0,3335,3302,22,22
2024-11-04 12:32:10,9.9,0.0,16.0,3335,3302,22,22
2024-11-04 12:32:23,9.9,0.0,16.0,3335,3302,22,22
2024-11-04 12:32:36,9.9,0.0,16.0,3335,3302,22,22
2024-11-04 12:32:49,9.9,0.0,16.0,3335,3302,22,22
2024-11-04 12:33:02,9.9,0.0,16.0,3335,3302,22,22
2024-11-04 12:33:15,9.9,0.0,16.0,3335,3303,22,22
2024-11-04 12:33:28,9.9,0.0,16.0,3335,3303,22,22
2024-11-04 12:33:41,9.9,0.0,16.0,3335,3303,22,22
2024-11-04 12:33:54,9.9,0.0,16.0,3335,3303,22,22
2024-11-04 12:34:07,9.9,0.0,16.0,3335,3303,22,22
2024-11-04 12:34:20,9.9,0.0,16.0,3335,3303,22,22
2024-11-04 12:34:33,9.9,0.0,16.0,3335,3303,22,22
2024-11-04 12:34:46,9.9,0.0,16.0,3335,3303,22,22
2024-11-04 12:34:59,9.9,0.0,16.0,3335,3303,22,22
2024-11-04 12:35:12,9.9,0.0,16.0,3335,3303,22,22
2024-11-04 12:35:25,9.9,0.0,16.0,3335,3303,22,22
2024-11-04 12:35:38,9.9,0.0,16.0,3335,3303,22,22
2024-11-04 12:35:51,9.9,0.0,16.0,3335,3303,22,22
2024-11-04 12:36:04,9.9,0.0,16.0,3335,3303,23,23
2024-11-04 12:36:17,9.9,0.0,16.0,3335,3303,23,23
2024-11-04 12:36:30,9.9,0.0,16.0,3336,3303,23,23
2024-11-04 12:36:43,9.9,0.0,16.0,3336,3303,24,24
2024-11-04 12:36:56,9.9,0.0,16.0,3336,3303,24,24
2024-11-04 12:37:09,9.9,0.0,16.0,3336,3303,24,24
2024-11-04 12:37:22,9.9,0.0,16.0,3336,3303,24,24
2024-11-04 12:37:35,9.9,0.0,16.0,3336,3303,24,24
2024-11-04 12:37:48,9.9,0.0,16.0,3336,3303,24,24
2024-11-04 12:38:01,9.9,0.0,16.0,3336,3303,24,24
2024-11-04 12:38:14,9.9,0.0,16.0,3336,3303,24,24
2024-11-04 12:38:27,9.9,0.0,16.0,3336,3303,24,24
2024-11-04 12:38:40,9.9,0.0,16.0,3337,3303,24,24
2024-11-04 12:38:53,9.9,0.0,16.0,3336,3303,24,24
2024-11-04 12:39:06,9.9,0.0,16.0,3337,3303,24,24
2024-11-04 12:39:19,9.9,0.0,16.0,3336,3303,24,24
2024-11-04 12:39:32,9.9,0.0,16.0,3337,3304,24,24
2024-11-04 12:39:45,9.9,0.0,16.0,3337,3305,24,24
2024-11-04 12:39:58,9.9,0.0,16.0,3337,3304,24,24
2024-11-04 12:40:11,9.9,0.0,16.0,3337,3304,24,24
2024-11-04 12:40:24,9.9,0.0,16.0,3337,3305,24,24
2024-11-04 12:40:37,9.9,0.0,16.0,3337,3304,24,24
2024-11-04 12:40:50,9.9,0.0,16.0,3337,3305,24,24
2024-11-04 12:41:03,9.9,0.0,16.0,3337,3305,24,24
2024-11-04 12:41:16,9.9,0.0,16.0,3337,3304,24,24
2024-11-04 12:41:29,9.9,0.0,16.0,3337,3305,24,24
2024-11-04 12:41:42,9.9,0.0,16.0,3337,3305,24,24
2024-11-04 12:41:55,9.9,0.0,16.0,3337,3305,24,24
2024-11-04 12:42:08,9.9,0.0,16.0,3337,3305,24,24
2024-11-04 12:42:21,9.9,0.0,16.0,3337,3305,24,24
2024-11-04 12:42:34,9.9,0.0,16.0,3337,3305,24,24
2024-11-04 12:42:47,9.9,0.0,16.0,3337,3305,24,24
2024-11-04 12:43:00,9.9,0.0,16.0,3337,3305,24,24
2024-11-04 12:43:13,9.9,0.0,16.0,3337,3305,24,24
2024-11-04 12:43:26,9.9,0.0,16.0,3337,3305,24,24
2024-11-04 12:43:39,9.9,0.0,16.0,3337,3305,24,24
2024-11-04 12:43:45,9.9,0.0,16.0,3337,3305,24,24
2024-11-04 12:47:48,9.9,0.0,16.0,3337,3305,24,24
2024-11-04 12:50:01,9.9,0.0,16.0,3337,3305,24,24
2024-11-04 12:54:04,9.9,0.0,16.0,3338,3306,24,24
2024-11-04 12:58:07,9.9,0.0,16.0,3339,3307,24,24
2024-11-04 13:02:10,9.9,0.0,16.0,3339,3308,24,24
2024-11-04 13:06:14,9.9,0.0,16.0,3340,3311,24,24
2024-11-04 13:10:17,9.9,0.0,16.0,3341,3311,24,24
2024-11-04 13:14:20,9.9,0.0,16.0,3342,3311,24,24
2024-11-04 13:18:23,9.9,0.0,16.0,3343,3311,24,24
2024-11-04 13:22:26,9.9,0.0,16.0,3343,3312,24,24
2024-11-04 13:35:38,9.9,0.0,16.0,3344,3315,24,24
2024-11-04 13:39:41,9.9,0.0,16.0,3345,3315,24,24
2024-11-04 13:43:44,9.9,0.0,16.0,3345,3315,24,24
2024-11-04 13:44:45,9.9,0.0,16.0,3345,3315,24,24
2024-11-04 13:48:48,9.9,0.0,16.0,3347,3316,24,24
2024-11-04 13:52:52,9.9,0.0,16.0,3347,3317,24,24
2024-11-04 13:56:55,9.9,0.0,16.0,3348,3317,24,24
2024-11-04 14:00:58,9.9,0.0,16.0,3349,3318,24,24
2024-11-04 14:05:01,9.9,0.0,16.0,3349,3318,24,24
2024-11-04 14:09:04,9.9,0.0,16.0,3349,3319,24,24
2024-11-04 14:13:07,9.9,0.0,16.0,3349,3320,24,24
2024-11-04 14:17:10,9.9,0.0,16.0,3349,3321,24,24
2024-11-04 14:21:13,9.9,0.0,16.0,3350,3321,24,24
2024-11-04 14:25:16,9.9,0.0,16.0,3351,3321,24,24
2024-11-04 14:29:19,9.9,0.0,16.0,3351,3321,24,24
2024-11-04 15:33:34,10.0,0.0,16.0,3356,3326,24,24
2024-11-04 15:37:37,10.0,0.0,16.0,3356,3326,24,24
2024-11-04 15:41:41,10.0,0.0,16.0,3356,3326,24,24
2024-11-04 15:45:44,10.0,0.0,16.0,3356,3326,24,24
2024-11-04 15:49:47,10.0,0.0,16.0,3355,3326,24,24
2024-11-04 15:53:50,10.0,0.0,16.0,3355,3326,24,24
2024-11-04 15:57:53,10.0,0.0,16.0,3355,3326,24,24
2024-11-04 16:01:56,10.0,0.0,16.0,3354,3325,24,24
2024-11-04 16:05:59,10.0,0.0,16.0,3354,3325,24,24
2024-11-04 16:10:02,10.0,0.0,16.0,3354,3324,24,24
2024-11-04 16:14:05,10.0,0.0,16.0,3354,3324,24,24
2024-11-04 16:18:08,10.0,0.0,16.0,3354,3324,24,24
2024-11-04 16:22:11,10.0,0.0,16.0,3354,3324,24,24
2024-11-04 16:26:14,10.0,0.0,16.0,3354,3324,24,24
2024-11-04 16:30:17,10.0,0.0,16.0,3354,3324,24,24
